names,ratings,locations,latitude,longitude
Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.262062,-123.104656
Pizzamia Gourmet Pizza Bar,4.5,407 W Broadway,49.262062,-123.104656
L'atelier Patisserie,4.5,599 East Broadway,49.262062,-123.104656
Lumiere Cafe,4.5,521 West Broadway,49.262062,-123.104656
Honolulu Coffee,4.5,97 West 2nd Avenue,49.262062,-123.104656
Rolling Cashew,4.5,401 Industrial Avenue,49.262062,-123.104656
Hot Cha Cafe,4.5,3306 Cambie Street,49.262062,-123.104656
Cilantro Indian Cuisine,4.5,189 W Broadway,49.262062,-123.104656
Superbaba,4.5,2419 Main St,49.262062,-123.104656
The Mighty Oak,4.5,198 W 18th Avenue,49.262062,-123.104656
Suyo Modern Peruvian,4.5,3475 Main Street,49.262062,-123.104656
Frostbites Shave Ice,5.0,,49.262062,-123.104656
Farm Ventures,5.0,713 Sullivan Road,49.262062,-123.104656
The Real Patty Co,5.0,,49.262062,-123.104656
The Watson,5.0,3080 Main Street,49.262062,-123.104656
Johnny's Pops,5.0,,49.27033,-123.10275
Cookies of Course,5.0,,49.27033,-123.10275
Camion Cafe,5.0,,49.27033,-123.10275
Say Hello Sweets,5.0,620 Quebec Street,49.27033,-123.10275
7 Days Coffee,5.0,920 Beatty Street,49.27033,-123.10275
Smithe Salad,4.5,191 Smithe Street,49.27033,-123.10275
Passione Gelato,4.5,55 Smithe Street,49.27033,-123.10275
Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.27033,-123.10275
Pizzamia Gourmet Pizza Bar,4.5,407 W Broadway,49.27033,-123.10275
L'atelier Patisserie,4.5,599 East Broadway,49.27033,-123.10275
Le Petit Belge,4.5,1007 Main Street,49.27033,-123.10275
Lumiere Cafe,4.5,521 West Broadway,49.27033,-123.10275
Honolulu Coffee,4.5,97 West 2nd Avenue,49.27033,-123.10275
Rolling Cashew,4.5,401 Industrial Avenue,49.27033,-123.10275
Cilantro Indian Cuisine,4.5,189 W Broadway,49.27033,-123.10275
Superbaba,4.5,2419 Main St,49.27033,-123.10275
Thank You Pizza,5.0,789 Gore Avenue,49.27033,-123.10275
Frostbites Shave Ice,5.0,,49.27033,-123.10275
TAKE URBAN,4.5,1019 Main St,49.27033,-123.10275
Bar Gobo,5.0,237 Union Street,49.27033,-123.10275
The Golden Horn Turkish Bakery & Cafe,5.0,2857 Cambie Street,49.258902,-123.109596
WA-2!,5.0,1795 Powell Street,49.258902,-123.109596
La Taqueria Food Truck,5.0,,49.258902,-123.109596
Convivial Cafe and Bakery,5.0,680A Leg In Boot Square,49.258902,-123.109596
Mount Pleasant Park,5.0,3161 Ontario Street,49.258902,-123.109596
Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.258902,-123.109596
Pizzamia Gourmet Pizza Bar,4.5,407 W Broadway,49.258902,-123.109596
Ramen Kounotori,4.5,3950 Main Street,49.258902,-123.109596
Lumiere Cafe,4.5,521 West Broadway,49.258902,-123.109596
Rolling Cashew,4.5,401 Industrial Avenue,49.258902,-123.109596
Hot Cha Cafe,4.5,3306 Cambie Street,49.258902,-123.109596
Cilantro Indian Cuisine,4.5,189 W Broadway,49.258902,-123.109596
Superbaba,4.5,2419 Main St,49.258902,-123.109596
The Mighty Oak,4.5,198 W 18th Avenue,49.258902,-123.109596
Suyo Modern Peruvian,4.5,3475 Main Street,49.258902,-123.109596
River's Sushi,5.0,678 W Broadway,49.258902,-123.109596
Paper Cone Desserts,4.5,3623 Main Street,49.258902,-123.109596
Farm Ventures,5.0,713 Sullivan Road,49.258902,-123.109596
The Real Patty Co,5.0,,49.258902,-123.109596
The Watson,5.0,3080 Main Street,49.258902,-123.109596
Grab N Go,5.0,1207 Hamilton Street,49.282224,-123.132778
Parker Rooftop,5.0,1379 Howe Street,49.282224,-123.132778
93 Coffee,5.0,1789 Comox Street,49.282224,-123.132778
Okeya Kyujiro,5.0,1038 Mainland Street,49.282224,-123.132778
Sake Dining Hashigo,5.0,1265 Granville St,49.282224,-123.132778
Cardero Cafe,5.0,1105 Davie St,49.282224,-123.132778
Arike Restaurant,5.0,1725 Davie St,49.282224,-123.132778
Ssong's Hotdog,5.0,795 Jervis Street,49.282224,-123.132778
inBtwn Cafe,5.0,1625 Hornby Street,49.282224,-123.132778
Manoush'eh,5.0,620 Davie Street,49.282224,-123.132778
Number E Food,5.0,1308 Burrard Street,49.282224,-123.132778
Big Bang Sushi,5.0,1103 Denman St,49.282224,-123.132778
Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.282224,-123.132778
Keto Caveman Davie,5.0,1230 Davie Street,49.282224,-123.132778
Incognito Coffee,4.5,843 Seymour Street,49.282224,-123.132778
English Bay Beach Park,4.5,1700 Beach Avenue,49.282224,-123.132778
Starbucks,4.5,1088 Burrard Street,49.282224,-123.132778
Tom Sushi,4.5,1175 Davie St,49.282224,-123.132778
Long Table Distillery,4.5,1451 Hornby Street,49.282224,-123.132778
Noah's Cafe,4.5,1096 Denman Street,49.282224,-123.132778
The Golden Horn Turkish Bakery & Cafe,5.0,2857 Cambie Street,49.265071,-123.123864
WA-2!,5.0,1795 Powell Street,49.265071,-123.123864
George Wainborn Park,5.0,450 Beach Crescent,49.265071,-123.123864
La Taqueria Food Truck,5.0,,49.265071,-123.123864
Convivial Cafe and Bakery,5.0,680A Leg In Boot Square,49.265071,-123.123864
Uno Gelato,4.5,601 Stamps Landing,49.265071,-123.123864
Pizzamia Gourmet Pizza Bar,4.5,407 W Broadway,49.265071,-123.123864
Sweet Spot,4.5,1178 Marinaside Crescent,49.265071,-123.123864
Lumiere Cafe,4.5,521 West Broadway,49.265071,-123.123864
Obanhmi,4.5,1239 Pacific Boulevard,49.265071,-123.123864
Rolling Cashew,4.5,401 Industrial Avenue,49.265071,-123.123864
Saucin Staples,4.5,1073 W Broadway,49.265071,-123.123864
VR Funtastic World,4.5,1496 Cartwright Street,49.265071,-123.123864
La Bise Bakery,4.5,1689 Johnston Street,49.265071,-123.123864
Deja Brew,4.5,943 W Broadway,49.265071,-123.123864
David Lam Park,4.5,1300 Pacific Blvd,49.265071,-123.123864
River's Sushi,5.0,678 W Broadway,49.265071,-123.123864
Frostbites Shave Ice,5.0,,49.265071,-123.123864
Farm Ventures,5.0,713 Sullivan Road,49.265071,-123.123864
Granville Island Water Park,5.0,1348 Cartwright Street,49.265071,-123.123864
Sushi Master,5.0,1509 W Broadway,49.265198,-123.131043
That’s It Cafe,5.0,1612 West 1st Avenue,49.265198,-123.131043
Obanhmi,5.0,102-1668 W Broadway,49.265198,-123.131043
My Forno Pizza,5.0,1630 West Broadway,49.265198,-123.131043
Mazahr Lebanese Kitchen,5.0,1488 West 11th Avenue,49.265198,-123.131043
George Wainborn Park,5.0,450 Beach Crescent,49.265198,-123.131043
Convivial Cafe and Bakery,5.0,680A Leg In Boot Square,49.265198,-123.131043
Tru Cafe,5.0,1500 West 2nd Avenue,49.265198,-123.131043
Uno Gelato,4.5,601 Stamps Landing,49.265198,-123.131043
Sweet Spot,4.5,1178 Marinaside Crescent,49.265198,-123.131043
Impostori Trattoria + Negroni Bar,4.5,3121 Granville Street,49.265198,-123.131043
Obanhmi,4.5,1239 Pacific Boulevard,49.265198,-123.131043
Saucin Staples,4.5,1073 W Broadway,49.265198,-123.131043
VR Funtastic World,4.5,1496 Cartwright Street,49.265198,-123.131043
COFU Pressed Sushi,4.5,103 -1833 Anderson Street,49.265198,-123.131043
La Bise Bakery,4.5,1689 Johnston Street,49.265198,-123.131043
Deja Brew,4.5,943 W Broadway,49.265198,-123.131043
David Lam Park,4.5,1300 Pacific Blvd,49.265198,-123.131043
River's Sushi,5.0,678 W Broadway,49.265198,-123.131043
Granville Island Water Park,5.0,1348 Cartwright Street,49.265198,-123.131043
Johnny's Pops,5.0,,49.273691,-123.102232
The Magnet,5.0,309 W Pender Street,49.273691,-123.102232
Sooda Korean BBQ,5.0,60 West Cordova Street,49.273691,-123.102232
Cookies of Course,5.0,,49.273691,-123.102232
Social Crust,5.0,335 W Pender St,49.273691,-123.102232
West Hotel & Bar,5.0,488 Carrall St,49.273691,-123.102232
Say Hello Sweets,5.0,620 Quebec Street,49.273691,-123.102232
7 Days Coffee,5.0,920 Beatty Street,49.273691,-123.102232
Passione Gelato,4.5,55 Smithe Street,49.273691,-123.102232
Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.273691,-123.102232
Tekkaba,4.5,68 E Cordova Street,49.273691,-123.102232
Hoduya,4.5,86 Keefer Place,49.273691,-123.102232
Le Petit Belge,4.5,1007 Main Street,49.273691,-123.102232
Aiyaohno Cafe,4.5,425 Carrall Street,49.273691,-123.102232
The Chinese Tea Shop,4.5,101 E Pender Street,49.273691,-123.102232
Honolulu Coffee,4.5,97 West 2nd Avenue,49.273691,-123.102232
Rolling Cashew,4.5,401 Industrial Avenue,49.273691,-123.102232
Little Bangkok Thai Kitchen 2,4.5,88 W Pender Street,49.273691,-123.102232
Gastronomy Gastown,4.5,62 East Cordova Street,49.273691,-123.102232
Manpuku Bento,4.5,288 E Pender Street,49.273691,-123.102232
Golftec,5.0,763 Terminal Avenue,49.2685027,-123.0975014
Cookies of Course,5.0,,49.2685027,-123.0975014
Camion Cafe,5.0,,49.2685027,-123.0975014
Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.2685027,-123.0975014
L'atelier Patisserie,4.5,599 East Broadway,49.2685027,-123.0975014
Le Petit Belge,4.5,1007 Main Street,49.2685027,-123.0975014
Honolulu Coffee,4.5,97 West 2nd Avenue,49.2685027,-123.0975014
Rolling Cashew,4.5,401 Industrial Avenue,49.2685027,-123.0975014
Cilantro Indian Cuisine,4.5,189 W Broadway,49.2685027,-123.0975014
Superbaba,4.5,2419 Main St,49.2685027,-123.0975014
TAKE URBAN,4.5,1019 Main St,49.2685027,-123.0975014
Taco Nori Sushi Tacos,4.5,,49.2685027,-123.0975014
Zarak By Afghan Kitchen,4.5,2102 Main Street,49.2685027,-123.0975014
Jonathan Rogers Park,4.5,110 7 Avenue W,49.2685027,-123.0975014
Cafe Tica,4.5,2408 Alberta Street,49.2685027,-123.0975014
Carp,4.5,2516 Prince Edward Street,49.2685027,-123.0975014
Tatta Chulha,4.5,147 E Broadway,49.2685027,-123.0975014
Key Party,4.5,2303 Main Street,49.2685027,-123.0975014
Union Food Market,4.5,810 Union Street,49.2685027,-123.0975014
Level V Bakery,4.5,39 Kingsway,49.2685027,-123.0975014
Marine Building,5.0,355 Burrard St,49.288682,-123.11818
Cardero Cafe,5.0,1105 Davie St,49.288682,-123.11818
Ssong's Hotdog,5.0,795 Jervis Street,49.288682,-123.11818
The Magnet,5.0,309 W Pender Street,49.288682,-123.11818
Sooda Korean BBQ,5.0,60 West Cordova Street,49.288682,-123.11818
Social Crust,5.0,335 W Pender St,49.288682,-123.11818
Jack Poole Plaza,5.0,1055 Canada Place,49.288682,-123.11818
Incognito Coffee,4.5,843 Seymour Street,49.288682,-123.11818
VAN CHA,4.5,433 Hornby Street,49.288682,-123.11818
Starbucks,4.5,1088 Burrard Street,49.288682,-123.11818
Amante Bakery,4.5,590 Robson St,49.288682,-123.11818
Aiyaohno Cafe,4.5,425 Carrall Street,49.288682,-123.11818
Curry Hut Indian Bistro,4.5,445 Howe Street,49.288682,-123.11818
The Red Accordion,4.5,1616 Alberni Street,49.288682,-123.11818
Trish Juice,4.5,981 Hornby Street,49.288682,-123.11818
Little Bangkok Thai Kitchen 2,4.5,88 W Pender Street,49.288682,-123.11818
Captain's Oven Pizza,4.5,1110 W Pender Street,49.288682,-123.11818
Good Dogs Plant Foods,4.5,1331 Robson Street,49.288682,-123.11818
Digital Orca By Douglas Coupland,4.5,1055 Canada Place,49.288682,-123.11818
Mount Everest Kitchen & Grill,4.5,538 Seymour Street,49.288682,-123.11818
Sushi Flamingo,5.0,1-1855 Burrad Street,49.271741,-123.155421
Obanhmi,5.0,102-1668 W Broadway,49.271741,-123.155421
Livni Café & Bakery,5.0,2213 W Broadway,49.271741,-123.155421
NUTTEA,5.0,1958 W4th Ave,49.271741,-123.155421
Puerto Mexico,5.0,2710 West 4th Avenue,49.271741,-123.155421
BikeHike Adventures,5.0,303 2525 West 4th Avenue,49.271741,-123.155421
My Forno Pizza,5.0,1630 West Broadway,49.271741,-123.155421
Gateau de Henry,5.0,2255 Burrard street,49.271741,-123.155421
Petite Bao,5.0,2825 West Broadway,49.271741,-123.155421
Folke Restaurant,4.5,2585 W Broadway,49.271741,-123.155421
The Only Cafe,4.5,2678 W 4th Avenue,49.271741,-123.155421
Casereccio Foods,4.5,2480 Vine Street,49.271741,-123.155421
Super Smash Burgers,4.5,2287 W Broadway,49.271741,-123.155421
Billy Bishop Branch 176 Royal Canadian Legion,4.5,1407 Laburnum Street,49.271741,-123.155421
Uno Gelato,4.5,2579 W Broadway,49.271741,-123.155421
Chewie's Chicken & Biscuits,4.5,2822 West 4th Avenue,49.271741,-123.155421
C&T Fried Chicken,4.5,2445 Burrard Street,49.271741,-123.155421
Le Coq Frit,4.5,1888 W Broadway,49.271741,-123.155421
Cafe Lokal,4.5,2610 W 4 Avenue,49.271741,-123.155421
O5 Tea,4.5,2208 W 4th Avenue,49.271741,-123.155421
Sushi Master,5.0,1509 W Broadway,49.262822,-123.14338
Sushi Flamingo,5.0,1-1855 Burrad Street,49.262822,-123.14338
That’s It Cafe,5.0,1612 West 1st Avenue,49.262822,-123.14338
Obanhmi,5.0,102-1668 W Broadway,49.262822,-123.14338
Livni Café & Bakery,5.0,2213 W Broadway,49.262822,-123.14338
NUTTEA,5.0,1958 W4th Ave,49.262822,-123.14338
My Forno Pizza,5.0,1630 West Broadway,49.262822,-123.14338
Gateau de Henry,5.0,2255 Burrard street,49.262822,-123.14338
Mazahr Lebanese Kitchen,5.0,1488 West 11th Avenue,49.262822,-123.14338
Tru Cafe,5.0,1500 West 2nd Avenue,49.262822,-123.14338
Impostori Trattoria + Negroni Bar,4.5,3121 Granville Street,49.262822,-123.14338
VR Funtastic World,4.5,1496 Cartwright Street,49.262822,-123.14338
Super Smash Burgers,4.5,2287 W Broadway,49.262822,-123.14338
COFU Pressed Sushi,4.5,103 -1833 Anderson Street,49.262822,-123.14338
C&T Fried Chicken,4.5,2445 Burrard Street,49.262822,-123.14338
Le Coq Frit,4.5,1888 W Broadway,49.262822,-123.14338
O5 Tea,4.5,2208 W 4th Avenue,49.262822,-123.14338
AnnaLena,4.5,1809 W 1st Avenue,49.262822,-123.14338
Granville Island Water Park,5.0,1348 Cartwright Street,49.262822,-123.14338
Bar One,4.5,1759 West Broadway,49.262822,-123.14338
Golftec,5.0,763 Terminal Avenue,49.263635,-123.099236
Cookies of Course,5.0,,49.263635,-123.099236
Camion Cafe,5.0,,49.263635,-123.099236
Mount Pleasant Park,5.0,3161 Ontario Street,49.263635,-123.099236
Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.263635,-123.099236
L'atelier Patisserie,4.5,599 East Broadway,49.263635,-123.099236
Honolulu Coffee,4.5,97 West 2nd Avenue,49.263635,-123.099236
Rolling Cashew,4.5,401 Industrial Avenue,49.263635,-123.099236
Cilantro Indian Cuisine,4.5,189 W Broadway,49.263635,-123.099236
Superbaba,4.5,2419 Main St,49.263635,-123.099236
The Mighty Oak,4.5,198 W 18th Avenue,49.263635,-123.099236
Frostbites Shave Ice,5.0,,49.263635,-123.099236
The Watson,5.0,3080 Main Street,49.263635,-123.099236
Dog Meister,5.0,2949 Main Street,49.263635,-123.099236
Taco Nori Sushi Tacos,4.5,,49.263635,-123.099236
Zarak By Afghan Kitchen,4.5,2102 Main Street,49.263635,-123.099236
Jonathan Rogers Park,4.5,110 7 Avenue W,49.263635,-123.099236
Sushi Hil,4.5,3330 Main Street,49.263635,-123.099236
Cafe Tica,4.5,2408 Alberta Street,49.263635,-123.099236
Carp,4.5,2516 Prince Edward Street,49.263635,-123.099236
93 Coffee,5.0,1789 Comox Street,49.28763,-123.127245
Marine Building,5.0,355 Burrard St,49.28763,-123.127245
Cardero Cafe,5.0,1105 Davie St,49.28763,-123.127245
Arike Restaurant,5.0,1725 Davie St,49.28763,-123.127245
Vancouver Seawall,5.0,,49.28763,-123.127245
Ssong's Hotdog,5.0,795 Jervis Street,49.28763,-123.127245
Rainbow Park,5.0,872 Richards Street,49.28763,-123.127245
Big Bang Sushi,5.0,1103 Denman St,49.28763,-123.127245
Jack Poole Plaza,5.0,1055 Canada Place,49.28763,-123.127245
Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.28763,-123.127245
Keto Caveman Davie,5.0,1230 Davie Street,49.28763,-123.127245
Incognito Coffee,4.5,843 Seymour Street,49.28763,-123.127245
VAN CHA,4.5,433 Hornby Street,49.28763,-123.127245
Starbucks,4.5,1088 Burrard Street,49.28763,-123.127245
Le Parfait,4.5,812 Homer Street,49.28763,-123.127245
Yasma,4.5,550 Denman Street,49.28763,-123.127245
Tom Sushi,4.5,1175 Davie St,49.28763,-123.127245
Noah's Cafe,4.5,1096 Denman Street,49.28763,-123.127245
Davie Village Bakery,4.5,1216 Davie Street,49.28763,-123.127245
Amante Bakery,4.5,590 Robson St,49.28763,-123.127245
Beaver Lake,5.0,Stanley Park,49.297933,-123.130758
Vancouver Seawall,5.0,,49.297933,-123.130758
Stanley Park,5.0,1166 Stanley Park Drive,49.297933,-123.130758
Jack Poole Plaza,5.0,1055 Canada Place,49.297933,-123.130758
Yasma,4.5,550 Denman Street,49.297933,-123.130758
Movies in the Park,4.5,Stanley Park Dr,49.297933,-123.130758
The Red Accordion,4.5,1616 Alberni Street,49.297933,-123.130758
Pho 37,4.5,1578 Robson Street,49.297933,-123.130758
theKhaykery,4.5,1610 Robson Street,49.297933,-123.130758
Al-Hadbah Donair,4.5,1610 Robson St,49.297933,-123.130758
Soondae Town,4.5,202-1610 Robson Street,49.297933,-123.130758
Avo House,4.5,1509 Robson Street,49.297933,-123.130758
Nine Dumplings,4.5,204-1610 Robson Street,49.297933,-123.130758
Harbour Green Park,4.5,1199 W Cordova Street,49.297933,-123.130758
Tavola,4.5,1829 Robson Street,49.297933,-123.130758
LOT185 Cafe + Wine Bar,4.5,78-1055 Canada Place,49.297933,-123.130758
Lost Lagoon,4.5,Lagoon Dr,49.297933,-123.130758
Saku,4.5,1588 Robson Street,49.297933,-123.130758
Peaked Pies,4.5,975 Denman Street,49.297933,-123.130758
Kingyo,4.5,871 Denman Street,49.297933,-123.130758
Sushi Master,5.0,1509 W Broadway,49.258819,-123.131317
Obanhmi,5.0,102-1668 W Broadway,49.258819,-123.131317
My Forno Pizza,5.0,1630 West Broadway,49.258819,-123.131317
Mazahr Lebanese Kitchen,5.0,1488 West 11th Avenue,49.258819,-123.131317
Convivial Cafe and Bakery,5.0,680A Leg In Boot Square,49.258819,-123.131317
Impostori Trattoria + Negroni Bar,4.5,3121 Granville Street,49.258819,-123.131317
Saucin Staples,4.5,1073 W Broadway,49.258819,-123.131317
Johnny’s On Oak,4.5,3838 Oak Street,49.258819,-123.131317
Deja Brew,4.5,943 W Broadway,49.258819,-123.131317
River's Sushi,5.0,678 W Broadway,49.258819,-123.131317
Bar One,4.5,1759 West Broadway,49.258819,-123.131317
Momono Tea Shop,4.5,3010 Granville St,49.258819,-123.131317
Dog Eat Corndog,4.5,,49.258819,-123.131317
Salmon n' Bannock,4.5,1128 W Broadway,49.258819,-123.131317
Kathy's Sandwich House,4.5,1505 W Broadway,49.258819,-123.131317
Grapes & Soda,4.5,1541 W 6th Avenue,49.258819,-123.131317
Delhi 6 Indian Bistro,4.5,1766 W 7th Avenue,49.258819,-123.131317
Charleson Park,4.5,999 Charleson Street,49.258819,-123.131317
Chun Fun How,4.5,1067 W Broadway,49.258819,-123.131317
Yu Shang Hot Pot,4.5,202-950 W Broadway,49.258819,-123.131317
Johnny's Pops,5.0,,49.280284,-123.097052
The Garden Strathcona,5.0,868 E Hastings Street,49.280284,-123.097052
Prototype Coffee,5.0,883 East Hastings Street,49.280284,-123.097052
Sooda Korean BBQ,5.0,60 West Cordova Street,49.280284,-123.097052
Robba Da Matti,5.0,12 Powell St,49.280284,-123.097052
West Hotel & Bar,5.0,488 Carrall St,49.280284,-123.097052
Say Hello Sweets,5.0,620 Quebec Street,49.280284,-123.097052
Tekkaba,4.5,68 E Cordova Street,49.280284,-123.097052
Hoduya,4.5,86 Keefer Place,49.280284,-123.097052
Le Petit Belge,4.5,1007 Main Street,49.280284,-123.097052
Aiyaohno Cafe,4.5,425 Carrall Street,49.280284,-123.097052
The Chinese Tea Shop,4.5,101 E Pender Street,49.280284,-123.097052
Little Bangkok Thai Kitchen 2,4.5,88 W Pender Street,49.280284,-123.097052
Gastronomy Gastown,4.5,62 East Cordova Street,49.280284,-123.097052
Manpuku Bento,4.5,288 E Pender Street,49.280284,-123.097052
Is That French,4.5,45 Blood Alley Square,49.280284,-123.097052
Vegan Cave Cafe,4.5,415 Abbott Street,49.280284,-123.097052
Barbara,4.5,305 East Pender Street,49.280284,-123.097052
Kouign Café,4.5,18 East Pender Street,49.280284,-123.097052
East Van Roasters,4.5,319 Carrall Street,49.280284,-123.097052
Okeya Kyujiro,5.0,1038 Mainland Street,49.276294,-123.106534
Johnny's Pops,5.0,,49.276294,-123.106534
The Magnet,5.0,309 W Pender Street,49.276294,-123.106534
Sooda Korean BBQ,5.0,60 West Cordova Street,49.276294,-123.106534
Robba Da Matti,5.0,12 Powell St,49.276294,-123.106534
Cookies of Course,5.0,,49.276294,-123.106534
Social Crust,5.0,335 W Pender St,49.276294,-123.106534
Rainbow Park,5.0,872 Richards Street,49.276294,-123.106534
Convivial Cafe and Bakery,5.0,680A Leg In Boot Square,49.276294,-123.106534
West Hotel & Bar,5.0,488 Carrall St,49.276294,-123.106534
Say Hello Sweets,5.0,620 Quebec Street,49.276294,-123.106534
7 Days Coffee,5.0,920 Beatty Street,49.276294,-123.106534
Smithe Salad,4.5,191 Smithe Street,49.276294,-123.106534
Incognito Coffee,4.5,843 Seymour Street,49.276294,-123.106534
Uno Gelato,4.5,601 Stamps Landing,49.276294,-123.106534
Passione Gelato,4.5,55 Smithe Street,49.276294,-123.106534
Le Parfait,4.5,812 Homer Street,49.276294,-123.106534
Tekkaba,4.5,68 E Cordova Street,49.276294,-123.106534
Ignite Pizzeria,4.5,987 Mainland Street,49.276294,-123.106534
Sweet Spot,4.5,1178 Marinaside Crescent,49.276294,-123.106534
Golftec,5.0,763 Terminal Avenue,49.277469,-123.081315
mizu sushi co.,5.0,1507 Powell Street,49.277469,-123.081315
Urban Tadka,5.0,1370 E Georgia St,49.277469,-123.081315
Johnny's Pops,5.0,,49.277469,-123.081315
The Garden Strathcona,5.0,868 E Hastings Street,49.277469,-123.081315
WA-2!,5.0,1795 Powell Street,49.277469,-123.081315
Prototype Coffee,5.0,883 East Hastings Street,49.277469,-123.081315
Cookies of Course,5.0,,49.277469,-123.081315
Viet Family- The Vegan House,5.0,1431 Commercial Drive,49.277469,-123.081315
Burdy,5.0,1216 Franklin Street,49.277469,-123.081315
Antojos y Sabores,5.0,1370 East Georgia Street,49.277469,-123.081315
Brick N Cheese,5.0,1370 E georgia Street,49.277469,-123.081315
Henry's Hip Eats,4.5,150-1507 Powell Street,49.277469,-123.081315
Caffe La Tana,4.5,635 Commercial Drive,49.277469,-123.081315
