,names,ratings,locations,latitude,longitude
1291,Le Coq Frit,4.5,1888 W Broadway,49.25919,-123.148268
1292,O5 Tea,4.5,2208 W 4th Avenue,49.25919,-123.148268
1293,Bar One,4.5,1759 West Broadway,49.25919,-123.148268
1294,Evelyn's Coffee Shop,4.5,2176 W Broadway,49.25919,-123.148268
1295,Momono Tea Shop,4.5,3010 Granville St,49.25919,-123.148268
1296,Dog Eat Corndog,4.5,,49.25919,-123.148268
1297,Unchai Thai Restaurant,4.5,2351 Burrard Street,49.25919,-123.148268
1298,Yagoto Sushi Dining,4.5,2180 W Broadway,49.25919,-123.148268
1299,Kathy's Sandwich House,4.5,1505 W Broadway,49.25919,-123.148268
1300,Sushi Master,5.0,1509 W Broadway,49.25741,-123.148531
1301,Obanhmi,5.0,102-1668 W Broadway,49.25741,-123.148531
1302,Livni Café & Bakery,5.0,2213 W Broadway,49.25741,-123.148531
1303,My Forno Pizza,5.0,1630 West Broadway,49.25741,-123.148531
1304,Gateau de Henry,5.0,2255 Burrard street,49.25741,-123.148531
1305,Mazahr Lebanese Kitchen,5.0,1488 West 11th Avenue,49.25741,-123.148531
1306,Impostori Trattoria + Negroni Bar,4.5,3121 Granville Street,49.25741,-123.148531
1307,Casereccio Foods,4.5,2480 Vine Street,49.25741,-123.148531
1308,Super Smash Burgers,4.5,2287 W Broadway,49.25741,-123.148531
1309,C&T Fried Chicken,4.5,2445 Burrard Street,49.25741,-123.148531
1310,Le Coq Frit,4.5,1888 W Broadway,49.25741,-123.148531
1311,Bar One,4.5,1759 West Broadway,49.25741,-123.148531
1312,Evelyn's Coffee Shop,4.5,2176 W Broadway,49.25741,-123.148531
1313,Momono Tea Shop,4.5,3010 Granville St,49.25741,-123.148531
1314,Dog Eat Corndog,4.5,,49.25741,-123.148531
1315,Unchai Thai Restaurant,4.5,2351 Burrard Street,49.25741,-123.148531
1316,Yagoto Sushi Dining,4.5,2180 W Broadway,49.25741,-123.148531
1317,Kathy's Sandwich House,4.5,1505 W Broadway,49.25741,-123.148531
1318,Sweet Barrel Creamery and Coffee Roasters,4.5,2729 Arbutus Street,49.25741,-123.148531
1319,Grapes & Soda,4.5,1541 W 6th Avenue,49.25741,-123.148531
1320,Marine Building,5.0,355 Burrard St,49.285953,-123.124066
1321,Cardero Cafe,5.0,1105 Davie St,49.285953,-123.124066
1322,Ssong's Hotdog,5.0,795 Jervis Street,49.285953,-123.124066
1323,The Magnet,5.0,309 W Pender Street,49.285953,-123.124066
1324,Number E Food,5.0,1308 Burrard Street,49.285953,-123.124066
1325,Social Crust,5.0,335 W Pender St,49.285953,-123.124066
1326,Rainbow Park,5.0,872 Richards Street,49.285953,-123.124066
1327,Jack Poole Plaza,5.0,1055 Canada Place,49.285953,-123.124066
1328,Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.285953,-123.124066
1329,Keto Caveman Davie,5.0,1230 Davie Street,49.285953,-123.124066
1330,Smithe Salad,4.5,191 Smithe Street,49.285953,-123.124066
1331,Incognito Coffee,4.5,843 Seymour Street,49.285953,-123.124066
1332,VAN CHA,4.5,433 Hornby Street,49.285953,-123.124066
1333,Starbucks,4.5,1088 Burrard Street,49.285953,-123.124066
1334,Le Parfait,4.5,812 Homer Street,49.285953,-123.124066
1335,Yasma,4.5,550 Denman Street,49.285953,-123.124066
1336,Tom Sushi,4.5,1175 Davie St,49.285953,-123.124066
1337,Ignite Pizzeria,4.5,987 Mainland Street,49.285953,-123.124066
1338,Davie Village Bakery,4.5,1216 Davie Street,49.285953,-123.124066
1339,Amante Bakery,4.5,590 Robson St,49.285953,-123.124066
1340,Grab N Go,5.0,1207 Hamilton Street,49.280881,-123.130672
1341,Parker Rooftop,5.0,1379 Howe Street,49.280881,-123.130672
1342,93 Coffee,5.0,1789 Comox Street,49.280881,-123.130672
1343,Marine Building,5.0,355 Burrard St,49.280881,-123.130672
1344,Okeya Kyujiro,5.0,1038 Mainland Street,49.280881,-123.130672
1345,Sake Dining Hashigo,5.0,1265 Granville St,49.280881,-123.130672
1346,Cardero Cafe,5.0,1105 Davie St,49.280881,-123.130672
1347,Arike Restaurant,5.0,1725 Davie St,49.280881,-123.130672
1348,Ssong's Hotdog,5.0,795 Jervis Street,49.280881,-123.130672
1349,inBtwn Cafe,5.0,1625 Hornby Street,49.280881,-123.130672
1350,Manoush'eh,5.0,620 Davie Street,49.280881,-123.130672
1351,Number E Food,5.0,1308 Burrard Street,49.280881,-123.130672
1352,Rainbow Park,5.0,872 Richards Street,49.280881,-123.130672
1353,George Wainborn Park,5.0,450 Beach Crescent,49.280881,-123.130672
1354,Big Bang Sushi,5.0,1103 Denman St,49.280881,-123.130672
1355,Jack Poole Plaza,5.0,1055 Canada Place,49.280881,-123.130672
1356,Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.280881,-123.130672
1357,Keto Caveman Davie,5.0,1230 Davie Street,49.280881,-123.130672
1358,Incognito Coffee,4.5,843 Seymour Street,49.280881,-123.130672
1359,English Bay Beach Park,4.5,1700 Beach Avenue,49.280881,-123.130672
1360,The Golden Horn Turkish Bakery & Cafe,5.0,2857 Cambie Street,49.256845,-123.120071
1361,WA-2!,5.0,1795 Powell Street,49.256845,-123.120071
1362,La Taqueria Food Truck,5.0,,49.256845,-123.120071
1363,Camion Cafe,5.0,,49.256845,-123.120071
1364,Pizzamia Gourmet Pizza Bar,4.5,407 W Broadway,49.256845,-123.120071
1365,Lumiere Cafe,4.5,521 West Broadway,49.256845,-123.120071
1366,Rolling Cashew,4.5,401 Industrial Avenue,49.256845,-123.120071
1367,Hot Cha Cafe,4.5,3306 Cambie Street,49.256845,-123.120071
1368,Saucin Staples,4.5,1073 W Broadway,49.256845,-123.120071
1369,Cilantro Indian Cuisine,4.5,189 W Broadway,49.256845,-123.120071
1370,Johnny’s On Oak,4.5,3838 Oak Street,49.256845,-123.120071
1371,Deja Brew,4.5,943 W Broadway,49.256845,-123.120071
1372,The Mighty Oak,4.5,198 W 18th Avenue,49.256845,-123.120071
1373,River's Sushi,5.0,678 W Broadway,49.256845,-123.120071
1374,Farm Ventures,5.0,713 Sullivan Road,49.256845,-123.120071
1375,The Real Patty Co,5.0,,49.256845,-123.120071
1376,City of Vancouver,4.5,453 West 12th Avenue,49.256845,-123.120071
1377,Whistler Eco Tours,5.0,4308 Main Street,49.256845,-123.120071
1378,On the Grind - Pedalling Epic Coffee,5.0,,49.256845,-123.120071
1379,Indian Roti Kitchen,4.5,2961 Cambie Street,49.256845,-123.120071
1380,The Golden Horn Turkish Bakery & Cafe,5.0,2857 Cambie Street,49.25849,-123.104799
1381,WA-2!,5.0,1795 Powell Street,49.25849,-123.104799
1382,La Taqueria Food Truck,5.0,,49.25849,-123.104799
1383,Mount Pleasant Park,5.0,3161 Ontario Street,49.25849,-123.104799
1384,Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.25849,-123.104799
1385,Pizzamia Gourmet Pizza Bar,4.5,407 W Broadway,49.25849,-123.104799
1386,Ramen Kounotori,4.5,3950 Main Street,49.25849,-123.104799
1387,L'atelier Patisserie,4.5,599 East Broadway,49.25849,-123.104799
1388,Lumiere Cafe,4.5,521 West Broadway,49.25849,-123.104799
1389,Rolling Cashew,4.5,401 Industrial Avenue,49.25849,-123.104799
1390,Hot Cha Cafe,4.5,3306 Cambie Street,49.25849,-123.104799
1391,Cilantro Indian Cuisine,4.5,189 W Broadway,49.25849,-123.104799
1392,Superbaba,4.5,2419 Main St,49.25849,-123.104799
1393,The Mighty Oak,4.5,198 W 18th Avenue,49.25849,-123.104799
1394,Suyo Modern Peruvian,4.5,3475 Main Street,49.25849,-123.104799
1395,Paper Cone Desserts,4.5,3623 Main Street,49.25849,-123.104799
1396,Farm Ventures,5.0,713 Sullivan Road,49.25849,-123.104799
1397,The Real Patty Co,5.0,,49.25849,-123.104799
1398,The Watson,5.0,3080 Main Street,49.25849,-123.104799
1399,City of Vancouver,4.5,453 West 12th Avenue,49.25849,-123.104799
1400,La Taqueria Food Truck,5.0,,49.258425,-123.100792
1401,Camion Cafe,5.0,,49.258425,-123.100792
1402,Mount Pleasant Park,5.0,3161 Ontario Street,49.258425,-123.100792
1403,Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.258425,-123.100792
1404,Pizzamia Gourmet Pizza Bar,4.5,407 W Broadway,49.258425,-123.100792
1405,Ramen Kounotori,4.5,3950 Main Street,49.258425,-123.100792
1406,L'atelier Patisserie,4.5,599 East Broadway,49.258425,-123.100792
1407,Cilantro Indian Cuisine,4.5,189 W Broadway,49.258425,-123.100792
1408,Superbaba,4.5,2419 Main St,49.258425,-123.100792
1409,The Mighty Oak,4.5,198 W 18th Avenue,49.258425,-123.100792
1410,Suyo Modern Peruvian,4.5,3475 Main Street,49.258425,-123.100792
1411,Paper Cone Desserts,4.5,3623 Main Street,49.258425,-123.100792
1412,The Watson,5.0,3080 Main Street,49.258425,-123.100792
1413,City of Vancouver,4.5,453 West 12th Avenue,49.258425,-123.100792
1414,On the Grind - Pedalling Epic Coffee,5.0,,49.258425,-123.100792
1415,Dog Meister,5.0,2949 Main Street,49.258425,-123.100792
1416,Taco Nori Sushi Tacos,4.5,,49.258425,-123.100792
1417,Zarak By Afghan Kitchen,4.5,2102 Main Street,49.258425,-123.100792
1418,Jonathan Rogers Park,4.5,110 7 Avenue W,49.258425,-123.100792
1419,Sushi Hil,4.5,3330 Main Street,49.258425,-123.100792
1420,Grab N Go,5.0,1207 Hamilton Street,49.270905,-123.126006
1421,Sushi Master,5.0,1509 W Broadway,49.270905,-123.126006
1422,Parker Rooftop,5.0,1379 Howe Street,49.270905,-123.126006
1423,Okeya Kyujiro,5.0,1038 Mainland Street,49.270905,-123.126006
1424,Sake Dining Hashigo,5.0,1265 Granville St,49.270905,-123.126006
1425,WA-2!,5.0,1795 Powell Street,49.270905,-123.126006
1426,inBtwn Cafe,5.0,1625 Hornby Street,49.270905,-123.126006
1427,Manoush'eh,5.0,620 Davie Street,49.270905,-123.126006
1428,Number E Food,5.0,1308 Burrard Street,49.270905,-123.126006
1429,Rainbow Park,5.0,872 Richards Street,49.270905,-123.126006
1430,George Wainborn Park,5.0,450 Beach Crescent,49.270905,-123.126006
1431,Convivial Cafe and Bakery,5.0,680A Leg In Boot Square,49.270905,-123.126006
1432,Tru Cafe,5.0,1500 West 2nd Avenue,49.270905,-123.126006
1433,7 Days Coffee,5.0,920 Beatty Street,49.270905,-123.126006
1434,Smithe Salad,4.5,191 Smithe Street,49.270905,-123.126006
1435,Uno Gelato,4.5,601 Stamps Landing,49.270905,-123.126006
1436,Passione Gelato,4.5,55 Smithe Street,49.270905,-123.126006
1437,Pizzamia Gourmet Pizza Bar,4.5,407 W Broadway,49.270905,-123.126006
1438,Le Parfait,4.5,812 Homer Street,49.270905,-123.126006
1439,Long Table Distillery,4.5,1451 Hornby Street,49.270905,-123.126006
1440,Grab N Go,5.0,1207 Hamilton Street,49.273568,-123.129935
1441,That’s It Cafe,5.0,1612 West 1st Avenue,49.273568,-123.129935
1442,Parker Rooftop,5.0,1379 Howe Street,49.273568,-123.129935
1443,Okeya Kyujiro,5.0,1038 Mainland Street,49.273568,-123.129935
1444,Sake Dining Hashigo,5.0,1265 Granville St,49.273568,-123.129935
1445,Cardero Cafe,5.0,1105 Davie St,49.273568,-123.129935
1446,inBtwn Cafe,5.0,1625 Hornby Street,49.273568,-123.129935
1447,Manoush'eh,5.0,620 Davie Street,49.273568,-123.129935
1448,Number E Food,5.0,1308 Burrard Street,49.273568,-123.129935
1449,Rainbow Park,5.0,872 Richards Street,49.273568,-123.129935
1450,George Wainborn Park,5.0,450 Beach Crescent,49.273568,-123.129935
1451,Convivial Cafe and Bakery,5.0,680A Leg In Boot Square,49.273568,-123.129935
1452,Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.273568,-123.129935
1453,Keto Caveman Davie,5.0,1230 Davie Street,49.273568,-123.129935
1454,Tru Cafe,5.0,1500 West 2nd Avenue,49.273568,-123.129935
1455,Smithe Salad,4.5,191 Smithe Street,49.273568,-123.129935
1456,Incognito Coffee,4.5,843 Seymour Street,49.273568,-123.129935
1457,Uno Gelato,4.5,601 Stamps Landing,49.273568,-123.129935
1458,Starbucks,4.5,1088 Burrard Street,49.273568,-123.129935
1459,Le Parfait,4.5,812 Homer Street,49.273568,-123.129935
1460,Grab N Go,5.0,1207 Hamilton Street,49.277141,-123.122589
1461,Parker Rooftop,5.0,1379 Howe Street,49.277141,-123.122589
1462,Okeya Kyujiro,5.0,1038 Mainland Street,49.277141,-123.122589
1463,Sake Dining Hashigo,5.0,1265 Granville St,49.277141,-123.122589
1464,Cardero Cafe,5.0,1105 Davie St,49.277141,-123.122589
1465,inBtwn Cafe,5.0,1625 Hornby Street,49.277141,-123.122589
1466,Manoush'eh,5.0,620 Davie Street,49.277141,-123.122589
1467,The Magnet,5.0,309 W Pender Street,49.277141,-123.122589
1468,Number E Food,5.0,1308 Burrard Street,49.277141,-123.122589
1469,Social Crust,5.0,335 W Pender St,49.277141,-123.122589
1470,Rainbow Park,5.0,872 Richards Street,49.277141,-123.122589
1471,George Wainborn Park,5.0,450 Beach Crescent,49.277141,-123.122589
1472,Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.277141,-123.122589
1473,Keto Caveman Davie,5.0,1230 Davie Street,49.277141,-123.122589
1474,7 Days Coffee,5.0,920 Beatty Street,49.277141,-123.122589
1475,Smithe Salad,4.5,191 Smithe Street,49.277141,-123.122589
1476,Incognito Coffee,4.5,843 Seymour Street,49.277141,-123.122589
1477,Uno Gelato,4.5,601 Stamps Landing,49.277141,-123.122589
1478,Passione Gelato,4.5,55 Smithe Street,49.277141,-123.122589
1479,Starbucks,4.5,1088 Burrard Street,49.277141,-123.122589
1480,Sushi Master,5.0,1509 W Broadway,49.267859,-123.145782
1481,Sushi Flamingo,5.0,1-1855 Burrad Street,49.267859,-123.145782
1482,That’s It Cafe,5.0,1612 West 1st Avenue,49.267859,-123.145782
1483,Obanhmi,5.0,102-1668 W Broadway,49.267859,-123.145782
1484,Livni Café & Bakery,5.0,2213 W Broadway,49.267859,-123.145782
1485,NUTTEA,5.0,1958 W4th Ave,49.267859,-123.145782
1486,My Forno Pizza,5.0,1630 West Broadway,49.267859,-123.145782
1487,inBtwn Cafe,5.0,1625 Hornby Street,49.267859,-123.145782
1488,Gateau de Henry,5.0,2255 Burrard street,49.267859,-123.145782
1489,Mazahr Lebanese Kitchen,5.0,1488 West 11th Avenue,49.267859,-123.145782
1490,Tru Cafe,5.0,1500 West 2nd Avenue,49.267859,-123.145782
1491,Long Table Distillery,4.5,1451 Hornby Street,49.267859,-123.145782
1492,Casereccio Foods,4.5,2480 Vine Street,49.267859,-123.145782
1493,VR Funtastic World,4.5,1496 Cartwright Street,49.267859,-123.145782
1494,Super Smash Burgers,4.5,2287 W Broadway,49.267859,-123.145782
1495,Beach Ave Bar And Grill,4.5,1 -1012 Beach Avenue,49.267859,-123.145782
1496,Billy Bishop Branch 176 Royal Canadian Legion,4.5,1407 Laburnum Street,49.267859,-123.145782
1497,COFU Pressed Sushi,4.5,103 -1833 Anderson Street,49.267859,-123.145782
1498,La Bise Bakery,4.5,1689 Johnston Street,49.267859,-123.145782
1499,C&T Fried Chicken,4.5,2445 Burrard Street,49.267859,-123.145782
1500,Sushi Master,5.0,1509 W Broadway,49.265336,-123.145823
1501,Sushi Flamingo,5.0,1-1855 Burrad Street,49.265336,-123.145823
1502,That’s It Cafe,5.0,1612 West 1st Avenue,49.265336,-123.145823
1503,Obanhmi,5.0,102-1668 W Broadway,49.265336,-123.145823
1504,Livni Café & Bakery,5.0,2213 W Broadway,49.265336,-123.145823
1505,NUTTEA,5.0,1958 W4th Ave,49.265336,-123.145823
1506,My Forno Pizza,5.0,1630 West Broadway,49.265336,-123.145823
1507,Gateau de Henry,5.0,2255 Burrard street,49.265336,-123.145823
1508,Mazahr Lebanese Kitchen,5.0,1488 West 11th Avenue,49.265336,-123.145823
1509,Tru Cafe,5.0,1500 West 2nd Avenue,49.265336,-123.145823
1510,Impostori Trattoria + Negroni Bar,4.5,3121 Granville Street,49.265336,-123.145823
1511,Casereccio Foods,4.5,2480 Vine Street,49.265336,-123.145823
1512,VR Funtastic World,4.5,1496 Cartwright Street,49.265336,-123.145823
1513,Super Smash Burgers,4.5,2287 W Broadway,49.265336,-123.145823
1514,Billy Bishop Branch 176 Royal Canadian Legion,4.5,1407 Laburnum Street,49.265336,-123.145823
1515,COFU Pressed Sushi,4.5,103 -1833 Anderson Street,49.265336,-123.145823
1516,La Bise Bakery,4.5,1689 Johnston Street,49.265336,-123.145823
1517,C&T Fried Chicken,4.5,2445 Burrard Street,49.265336,-123.145823
1518,Le Coq Frit,4.5,1888 W Broadway,49.265336,-123.145823
1519,O5 Tea,4.5,2208 W 4th Avenue,49.265336,-123.145823
1520,Grab N Go,5.0,1207 Hamilton Street,49.267628,-123.127698
1521,Sushi Master,5.0,1509 W Broadway,49.267628,-123.127698
1522,That’s It Cafe,5.0,1612 West 1st Avenue,49.267628,-123.127698
1523,Parker Rooftop,5.0,1379 Howe Street,49.267628,-123.127698
1524,Okeya Kyujiro,5.0,1038 Mainland Street,49.267628,-123.127698
1525,Sake Dining Hashigo,5.0,1265 Granville St,49.267628,-123.127698
1526,The Golden Horn Turkish Bakery & Cafe,5.0,2857 Cambie Street,49.267628,-123.127698
1527,WA-2!,5.0,1795 Powell Street,49.267628,-123.127698
1528,inBtwn Cafe,5.0,1625 Hornby Street,49.267628,-123.127698
1529,Manoush'eh,5.0,620 Davie Street,49.267628,-123.127698
1530,Mazahr Lebanese Kitchen,5.0,1488 West 11th Avenue,49.267628,-123.127698
1531,George Wainborn Park,5.0,450 Beach Crescent,49.267628,-123.127698
1532,Convivial Cafe and Bakery,5.0,680A Leg In Boot Square,49.267628,-123.127698
1533,Tru Cafe,5.0,1500 West 2nd Avenue,49.267628,-123.127698
1534,7 Days Coffee,5.0,920 Beatty Street,49.267628,-123.127698
1535,Uno Gelato,4.5,601 Stamps Landing,49.267628,-123.127698
1536,Long Table Distillery,4.5,1451 Hornby Street,49.267628,-123.127698
1537,Sweet Spot,4.5,1178 Marinaside Crescent,49.267628,-123.127698
1538,Lumiere Cafe,4.5,521 West Broadway,49.267628,-123.127698
1539,Obanhmi,4.5,1239 Pacific Boulevard,49.267628,-123.127698
1540,Sushi Flamingo,5.0,1-1855 Burrad Street,49.275938,-123.145939
1541,That’s It Cafe,5.0,1612 West 1st Avenue,49.275938,-123.145939
1542,NUTTEA,5.0,1958 W4th Ave,49.275938,-123.145939
1543,inBtwn Cafe,5.0,1625 Hornby Street,49.275938,-123.145939
1544,Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.275938,-123.145939
1545,Keto Caveman Davie,5.0,1230 Davie Street,49.275938,-123.145939
1546,Tru Cafe,5.0,1500 West 2nd Avenue,49.275938,-123.145939
1547,Tom Sushi,4.5,1175 Davie St,49.275938,-123.145939
1548,Long Table Distillery,4.5,1451 Hornby Street,49.275938,-123.145939
1549,Davie Village Bakery,4.5,1216 Davie Street,49.275938,-123.145939
1550,VR Funtastic World,4.5,1496 Cartwright Street,49.275938,-123.145939
1551,Beach Ave Bar And Grill,4.5,1 -1012 Beach Avenue,49.275938,-123.145939
1552,Billy Bishop Branch 176 Royal Canadian Legion,4.5,1407 Laburnum Street,49.275938,-123.145939
1553,COFU Pressed Sushi,4.5,103 -1833 Anderson Street,49.275938,-123.145939
1554,La Bise Bakery,4.5,1689 Johnston Street,49.275938,-123.145939
1555,O5 Tea,4.5,2208 W 4th Avenue,49.275938,-123.145939
1556,AnnaLena,4.5,1809 W 1st Avenue,49.275938,-123.145939
1557,Granville Island Water Park,5.0,1348 Cartwright Street,49.275938,-123.145939
1558,Lumine Coffee,4.5,103- 1965 W 4th Avenue,49.275938,-123.145939
1559,Preservatory Toast Bar,5.0,1689 Johnston Street,49.275938,-123.145939
1560,Johnny's Pops,5.0,,49.2756,-123.102661
1561,The Magnet,5.0,309 W Pender Street,49.2756,-123.102661
1562,Sooda Korean BBQ,5.0,60 West Cordova Street,49.2756,-123.102661
1563,Robba Da Matti,5.0,12 Powell St,49.2756,-123.102661
1564,Cookies of Course,5.0,,49.2756,-123.102661
1565,Social Crust,5.0,335 W Pender St,49.2756,-123.102661
1566,West Hotel & Bar,5.0,488 Carrall St,49.2756,-123.102661
1567,Say Hello Sweets,5.0,620 Quebec Street,49.2756,-123.102661
1568,7 Days Coffee,5.0,920 Beatty Street,49.2756,-123.102661
1569,Smithe Salad,4.5,191 Smithe Street,49.2756,-123.102661
1570,Passione Gelato,4.5,55 Smithe Street,49.2756,-123.102661
1571,Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.2756,-123.102661
1572,Tekkaba,4.5,68 E Cordova Street,49.2756,-123.102661
1573,Hoduya,4.5,86 Keefer Place,49.2756,-123.102661
1574,Le Petit Belge,4.5,1007 Main Street,49.2756,-123.102661
1575,Aiyaohno Cafe,4.5,425 Carrall Street,49.2756,-123.102661
1576,The Chinese Tea Shop,4.5,101 E Pender Street,49.2756,-123.102661
1577,Honolulu Coffee,4.5,97 West 2nd Avenue,49.2756,-123.102661
1578,Rolling Cashew,4.5,401 Industrial Avenue,49.2756,-123.102661
1579,Little Bangkok Thai Kitchen 2,4.5,88 W Pender Street,49.2756,-123.102661
1580,Johnny's Pops,5.0,,49.284157,-123.099917
1581,The Magnet,5.0,309 W Pender Street,49.284157,-123.099917
1582,Sooda Korean BBQ,5.0,60 West Cordova Street,49.284157,-123.099917
1583,Robba Da Matti,5.0,12 Powell St,49.284157,-123.099917
1584,Social Crust,5.0,335 W Pender St,49.284157,-123.099917
1585,West Hotel & Bar,5.0,488 Carrall St,49.284157,-123.099917
1586,Say Hello Sweets,5.0,620 Quebec Street,49.284157,-123.099917
1587,Tekkaba,4.5,68 E Cordova Street,49.284157,-123.099917
1588,Hoduya,4.5,86 Keefer Place,49.284157,-123.099917
1589,Le Petit Belge,4.5,1007 Main Street,49.284157,-123.099917
1590,Aiyaohno Cafe,4.5,425 Carrall Street,49.284157,-123.099917
1591,The Chinese Tea Shop,4.5,101 E Pender Street,49.284157,-123.099917
1592,Little Bangkok Thai Kitchen 2,4.5,88 W Pender Street,49.284157,-123.099917
1593,Gastronomy Gastown,4.5,62 East Cordova Street,49.284157,-123.099917
1594,Manpuku Bento,4.5,288 E Pender Street,49.284157,-123.099917
1595,Is That French,4.5,45 Blood Alley Square,49.284157,-123.099917
1596,Vegan Cave Cafe,4.5,415 Abbott Street,49.284157,-123.099917
1597,Barbara,4.5,305 East Pender Street,49.284157,-123.099917
1598,Kouign Café,4.5,18 East Pender Street,49.284157,-123.099917
1599,East Van Roasters,4.5,319 Carrall Street,49.284157,-123.099917
1600,Sushi Master,5.0,1509 W Broadway,49.258924,-123.152591
1601,Obanhmi,5.0,102-1668 W Broadway,49.258924,-123.152591
1602,Livni Café & Bakery,5.0,2213 W Broadway,49.258924,-123.152591
1603,NUTTEA,5.0,1958 W4th Ave,49.258924,-123.152591
